9,275,0
477,497,0
469,239,1
303,196,1
173,137,1
117,459,0
177,247,1
139,104,1
55,332,0
251,390,0
98,85,1
251,224,1
78,288,0
217,72,1
343,48,1
467,167,1
366,104,1
412,45,1
278,380,0
380,51,1
88,399,0
361,257,0
318,442,0
20,255,0
80,126,1
92,47,1
138,134,1
267,37,1
17,459,0
293,180,1
226,183,1
154,32,1
21,221,1
72,52,1
108,10,1
64,279,0
323,352,0
210,364,0
488,296,0
278,443,0
366,161,1
53,302,0
54,485,0
240,199,1
398,43,1
267,21,1
195,371,0
431,258,0
394,360,0
202,213,1
494,216,1
346,404,0
197,27,1
25,264,0
330,332,0
281,241,1
202,467,0
94,89,1
186,391,0
141,15,1
36,210,1
69,431,0
368,308,0
35,301,0
104,345,0
450,251,0
342,401,0
180,291,0
242,88,1
349,428,0
154,143,1
482,83,1
474,28,1
135,282,0
341,194,1
131,6,1
490,441,0
136,313,0
448,358,0
161,346,0
282,309,0
201,399,0
333,447,0
9,297,0
426,47,1
379,181,1
340,475,0
476,230,1
30,229,1
483,416,0
50,491,0
213,351,0
372,334,0
452,166,1
49,6,1
230,449,0
104,439,0
71,137,1
434,35,1
343,486,0
431,161,1
428,131,1
30,98,1
230,50,1
491,181,1
158,348,0
358,3,1
76,162,1
185,214,1
450,82,1
260,123,1
228,328,0
160,389,0
344,425,0
175,248,1
225,96,1
18,91,1
104,60,1
277,155,1
364,139,1
176,241,1
404,107,1
23,371,0
22,5,1
320,115,1
69,434,0
121,57,1
347,398,0
41,497,0
470,174,1
284,426,0
215,369,0
122,49,1
335,421,0
2,237,1
392,114,1
30,268,0
256,5,1
293,4,1
494,415,0
176,436,0
375,19,1
45,200,1
454,420,0
117,480,0
422,116,1
253,93,1
432,287,0
441,483,0
26,201,1
318,343,0
429,186,1
366,234,1
20,134,1
36,22,1
381,109,1
337,149,1
284,395,0
21,14,1
17,403,0
407,118,1
484,108,1
378,448,0
1,405,0
46,182,1
1,160,1
498,32,1
255,409,0
436,245,1
205,269,0
355,479,0
312,317,0
55,311,0
457,161,1
254,446,0
159,483,0
17,42,1
485,469,0
448,219,1
311,460,0
305,171,1
468,407,0
408,454,0
320,9,1
392,341,0
232,311,0
242,28,1
268,255,0
87,309,0
236,42,1
412,339,0
395,177,1
295,213,1
451,75,1
297,313,0
173,415,0
95,255,0
240,411,0
245,43,1
341,268,0
429,376,0
116,32,1
187,124,1
251,429,0
199,343,0
221,50,1
62,224,1
74,451,0
343,97,1
303,109,1
171,381,0
320,318,0
2,79,1
401,217,1
488,59,1
142,34,1
16,230,1
318,22,1
497,241,1
84,494,0
155,247,1
379,410,0
385,276,0
82,185,1
123,337,0
452,474,0
489,477,0
392,75,1
327,74,1
395,267,0
99,133,1
284,359,0
250,238,1
387,58,1
375,433,0
4,31,1
259,237,1
311,259,0
80,326,0
197,478,0
166,399,0
69,342,0
157,141,1
255,121,1
217,453,0
267,355,0
455,455,0
477,436,0
241,292,0
386,422,0
323,436,0
66,456,0
227,410,0
156,380,0
2,436,0
491,106,1
217,494,0
129,109,1
476,258,0
288,416,0
298,374,0
372,81,1
291,20,1
212,28,1
86,235,1
465,69,1
338,74,1
304,82,1
96,128,1
469,201,1
310,225,1
60,284,0
287,50,1
7,407,0
379,229,1
466,312,0
411,380,0
398,418,0
483,130,1
458,424,0
48,471,0
228,390,0
180,273,0
311,50,1
420,350,0
135,487,0
320,482,0
437,484,0
334,211,1
326,390,0
492,222,1
187,331,0
98,76,1
1,226,1
374,450,0
497,252,0
408,225,1
477,467,0
52,143,1
135,411,0
