312,1,1
485,209,-1
40,78,1
465,245,-1
14,311,1
315,449,-1
163,214,1
25,410,1
401,244,-1
74,303,1
468,333,-1
162,421,-1
311,96,1
317,481,-1
427,416,-1
291,32,1
466,143,-1
461,44,-1
278,112,1
350,491,-1
187,408,-1
139,0,1
45,419,-1
175,204,1
257,110,1
86,103,1
435,320,-1
132,175,1
100,283,1
384,405,-1
237,391,-1
423,471,-1
44,63,1
83,244,1
161,267,1
299,346,-1
414,262,-1
404,483,-1
341,5,1
325,346,-1
300,60,1
119,457,-1
43,439,-1
384,380,-1
266,335,-1
366,131,1
157,14,1
45,458,-1
261,228,1
498,192,-1
485,226,-1
449,270,-1
369,169,-1
298,234,-1
216,192,1
364,443,-1
325,460,-1
260,334,-1
427,191,-1
477,448,-1
334,308,-1
275,29,1
402,348,-1
336,448,-1
55,4,1
392,470,-1
128,471,-1
379,487,-1
211,126,1
112,393,-1
68,371,1
263,388,-1
439,305,-1
240,218,1
349,166,-1
243,358,-1
203,443,-1
294,58,1
1,10,1
357,24,1
4,395,1
478,406,-1
100,361,1
203,146,1
71,85,1
155,417,-1
125,56,1
214,259,1
33,74,1
42,284,1
425,291,-1
58,188,1
183,47,1
80,499,-1
77,79,1
482,417,-1
296,212,-1
8,124,1
409,130,-1
159,401,-1
412,463,-1
315,237,-1
219,402,-1
334,261,-1
332,394,-1
71,14,1
25,254,1
478,123,-1
238,206,1
237,68,1
388,496,-1
392,4,1
324,493,-1
172,259,1
159,48,1
51,119,1
416,183,-1
93,219,1
483,151,-1
249,253,-1
51,290,1
130,91,1
121,141,1
341,450,-1
491,475,-1
357,331,-1
55,412,-1
232,99,1
410,134,-1
204,198,1
88,490,-1
454,353,-1
251,388,-1
223,301,-1
381,31,1
70,357,1
224,140,1
109,202,1
309,33,1
17,259,1
168,219,1
172,177,1
173,172,1
219,391,-1
370,422,-1
318,362,-1
39,416,-1
26,103,1
159,154,1
397,114,-1
380,244,-1
359,447,-1
225,55,1
370,99,1
1,16,1
309,54,1
278,492,-1
159,494,-1
302,163,1
393,216,-1
318,242,-1
395,145,-1
137,57,1
301,51,1
251,230,1
191,269,1
14,214,1
258,341,-1
147,29,1
129,347,-1
