248,207,0
216,365,0
228,420,1
458,466,1
240,186,0
260,412,1
108,118,1
418,216,0
241,292,0
488,379,1
312,258,0
266,127,0
85,56,1
451,260,1
494,340,1
192,305,0
409,469,1
313,226,0
114,21,1
150,273,0
490,113,1
303,137,0
427,396,1
491,267,1
389,120,0
129,433,1
351,475,1
462,182,1
398,234,0
226,455,1
275,273,0
40,290,1
194,454,1
164,377,0
437,253,1
221,253,0
460,411,1
174,118,1
179,213,0
248,266,0
454,383,1
268,74,1
109,12,1
151,391,0
2,115,1
176,294,0
339,150,0
131,359,0
273,197,0
239,169,0
351,43,1
188,317,0
149,485,1
152,403,0
221,205,0
468,83,1
322,275,0
171,189,0
428,488,1
25,138,1
391,82,0
332,98,0
256,310,0
380,269,0
186,301,0
81,10,1
169,348,0
361,410,1
3,128,1
201,232,0
319,224,0
101,0,1
337,319,1
169,266,0
130,256,0
254,310,0
155,313,0
98,356,0
209,361,0
472,356,1
347,254,0
161,241,0
453,242,1
351,246,0
410,87,0
470,249,1
282,345,0
273,76,1
91,255,0
248,483,1
89,363,0
431,371,1
283,179,0
412,381,1
381,433,1
170,396,0
370,94,0
347,202,0
258,335,0
419,185,0
299,163,0
102,193,1
259,191,0
215,384,0
67,289,1
197,256,0
334,345,1
473,424,1
348,316,1
159,237,0
285,265,0
119,126,1
269,473,1
201,309,0
154,268,0
344,99,0
207,219,0
265,8,1
440,350,1
8,321,1
225,287,0
303,249,0
345,223,0
470,328,1
283,309,0
335,295,0
313,497,1
290,170,0
334,136,0
197,89,1
45,20,1
219,346,0
214,216,0
11,151,1
275,263,0
342,407,1
190,88,1
364,383,1
245,101,1
78,383,0
156,120,1
381,297,1
290,251,0
427,151,0
419,50,1
169,10,1
156,472,1
8,397,1
417,98,0
110,81,1
130,390,0
310,313,0
16,308,1
326,396,1
391,31,1
440,41,1
317,161,0
166,398,0
235,306,0
314,482,1
349,198,0
263,308,0
338,416,1
67,40,1
322,484,1
10,229,1
32,329,1
246,121,0
435,258,1
250,420,1
487,99,1
41,134,1
159,340,0
150,78,1
348,469,1
363,147,0
377,233,0
295,19,1
490,185,1
18,296,1
386,99,0
378,176,0
208,341,0
475,398,1
272,152,0
388,127,0
10,280,1
430,325,1
32,244,1
55,41,1
284,171,0
280,143,0
433,485,1
178,434,1
4,294,1
306,85,0
94,45,1
27,154,1
290,383,1
235,206,0
323,487,1
185,302,0
482,179,1
451,150,0
387,276,1
370,187,0
333,162,0
422,193,0
137,141,1
181,496,1
470,295,1
288,155,0
380,265,0
490,202,1
382,279,1
66,267,1
457,405,1
210,132,0
210,334,0
293,453,1
151,255,0
272,108,0
179,141,1
422,154,0
169,301,0
383,148,0
182,487,1
53,165,1
204,52,1
300,175,0
420,222,0
474,207,1
208,122,1
188,367,0
245,161,0
385,98,0
396,245,0
421,463,1
455,85,1
131,103,1
433,211,0
244,220,0
193,326,0
336,419,1
366,100,0
235,283,0
269,187,0
192,178,0
18,214,1
88,32,1
367,44,1
480,10,1
54,229,1
79,408,1
224,280,0
109,220,0
378,468,1
381,149,0
322,490,1
352,286,0
88,319,0
311,363,1
241,225,0
116,21,1
286,414,1
287,309,0
230,19,1
420,216,0
413,453,1
347,287,0
469,62,1
298,253,0
236,176,0
492,489,1
290,174,0
307,221,0
70,231,1
358,462,1
470,33,1
233,493,1
362,110,0
195,139,0
490,359,1
347,56,1
446,309,1
148,97,1
140,193,0
248,397,1
259,315,0
275,309,0
262,201,0
312,361,1
90,255,0
194,225,0
180,295,0
302,32,1
8,253,1
276,31,1
480,72,1
320,133,0
333,474,1
5,160,1
198,322,0
349,203,0
164,391,0
348,269,0
332,431,1
341,106,0
250,219,0
224,92,1
109,230,0
130,186,1
367,327,1
105,151,1
315,212,0
54,44,1
335,372,1
268,457,1
333,5,1
29,465,1
154,75,1
438,395,1
225,174,0
383,110,0
439,18,1
298,153,0
50,410,1
369,482,1
277,76,1
160,497,1
176,207,0
141,192,0
484,239,1
256,227,0
376,339,1
19,335,1
135,370,0
268,148,0
249,345,0
193,131,1
143,269,0
116,464,1
67,207,1
497,83,1
20,483,1
460,113,1
343,279,0
174,297,0
191,98,1
308,84,0
125,72,1
173,278,0
70,354,0
253,71,1
120,334,0
340,335,1
423,475,1
229,328,0
449,156,0
386,195,0
194,178,0
194,233,0
279,437,1
293,326,0
336,326,1
355,86,0
472,167,1
480,148,1
241,64,1
90,483,1
349,57,1
416,204,0
185,229,0
449,495,1
63,275,1
392,260,0
84,290,0
186,158,0
100,403,0
42,426,1
416,201,0
172,437,1
261,0,1
322,185,0
276,318,0
262,318,0
330,139,0
78,34,1
269,207,0
280,343,0
88,239,1
239,329,0
405,146,0
357,232,0
106,300,0
18,479,1
84,195,1
357,348,1
211,308,0
168,191,0
