384,33,1
422,453,1
404,62,1
325,454,1
266,154,0
122,208,0
11,393,1
10,117,1
261,102,0
162,309,0
17,208,1
295,338,0
456,418,1
409,488,1
239,252,0
260,153,0
218,132,0
104,384,1
18,387,1
155,277,0
34,216,1
209,54,1
318,111,0
391,55,1
115,246,0
269,81,0
112,71,1
58,22,1
115,286,0
276,408,1
366,305,0
326,76,1
289,90,0
6,209,1
163,246,0
1,156,1
114,188,0
18,330,1
497,95,1
145,178,0
12,207,1
459,29,1
80,199,1
326,102,0
302,497,1
337,408,1
33,35,1
235,23,1
181,209,0
173,332,0
61,423,1
70,19,1
113,370,1
135,29,1
152,17,1
140,359,0
369,304,0
23,97,1
320,274,0
425,273,1
322,376,0
383,160,0
271,193,0
295,166,0
233,19,1
4,276,1
258,291,0
115,197,0
162,13,1
292,474,1
134,450,1
37,294,1
123,36,1
84,233,1
185,392,0
212,316,0
432,149,1
57,365,1
83,480,1
78,154,1
46,147,1
180,14,1
105,394,1
389,398,1
347,406,1
323,333,0
476,61,1
200,274,0
223,252,0
343,187,0
438,144,1
121,203,0
284,178,0
322,177,0
351,203,0
167,121,0
300,283,0
341,453,1
312,231,0
90,150,1
193,324,0
136,343,0
238,180,0
453,162,1
309,366,0
367,403,1
212,357,0
163,324,0
161,111,0
49,3,1
188,34,1
478,457,1
291,149,0
222,163,0
324,114,0
103,284,0
313,35,1
275,332,0
107,226,0
42,258,1
236,12,1
262,443,1
336,242,0
466,61,1
300,215,0
151,481,1
326,322,0
395,87,1
265,195,0
168,343,0
135,80,1
214,361,0
376,135,0
125,336,0
75,455,1
421,458,1
61,154,1
201,160,0
143,314,0
57,375,1
408,110,1
244,461,1
208,280,0
378,361,1
421,156,1
42,155,1
331,228,0
357,41,1
475,352,1
176,201,0
249,380,0
471,372,1
110,185,0
317,295,0
162,104,0
242,354,0
25,240,1
0,383,1
248,350,0
69,116,1
99,186,0
405,38,1
313,392,0
198,324,0
287,269,0
143,138,0
257,176,0
29,149,1
141,173,0
208,290,0
140,295,0
189,275,0
74,311,1
169,239,0
269,180,0
9,151,1
440,418,1
393,444,1
240,377,0
137,151,0
411,211,1
98,85,1
263,151,0
392,191,0
206,467,1
16,89,1
338,213,0
377,221,0
262,440,1
159,50,1
106,301,0
332,246,0
491,479,1
222,190,0
142,262,0
38,249,1
169,461,1
139,282,0
446,123,1
73,411,1
88,310,1
110,141,0
93,15,1
79,235,1
74,240,1
386,169,0
481,234,1
450,258,1
188,171,0
100,20,1
292,195,0
225,101,0
295,465,1
313,291,0
390,308,0
345,64,1
244,199,0
69,270,1
339,371,0
170,292,0
116,483,1
107,266,0
219,306,0
219,304,0
33,204,1
298,127,0
451,181,1
107,119,1
21,468,1
482,13,1
459,53,1
96,397,1
177,5,1
276,119,0
148,255,0
488,411,1
272,441,1
453,478,1
276,226,0
227,473,1
416,484,1
288,365,0
114,462,1
140,335,0
391,58,1
315,102,0
364,403,1
105,230,0
46,428,1
182,199,0
233,181,0
128,147,0
129,492,1
4,54,1
461,353,1
173,249,0
333,118,0
51,195,1
399,185,0
105,50,1
347,495,1
330,323,0
211,337,0
256,130,0
348,234,0
495,38,1
392,161,0
323,313,0
75,55,1
170,425,1
401,251,0
283,279,0
231,437,1
177,382,0
273,142,0
337,142,0
99,254,0
375,267,0
108,480,1
213,131,0
491,293,1
188,158,0
75,417,1
366,344,0
432,479,1
202,376,0
463,29,1
156,350,0
289,146,0
195,307,0
200,377,0
155,257,0
242,42,1
306,165,0
113,463,1
118,369,1
431,73,1
308,162,0
182,136,0
304,461,1
